"original","protocol","sip","sport","dip","dport"
"TCP 122.52.207.189:7719->25.0.15.132:25","TCP","122.52.207.189","7719","25.0.15.132","25"
"TCP 122.52.208.113:49116->25.0.15.99:25","TCP","122.52.208.113","49116","25.0.15.99","25"
"TCP 122.52.209.125:59071->25.0.15.57:25","TCP","122.52.209.125","59071","25.0.15.57","25"
"TCP 122.52.211.19:51601->25.0.17.41:25","TCP","122.52.211.19","51601","25.0.17.41","25"
"TCP 122.52.207.176:18265->25.0.15.118:25","TCP","122.52.207.176","18265","25.0.15.118","25"
"TCP 122.52.200.148:39945->25.0.15.53:25","TCP","122.52.200.148","39945","25.0.15.53","25"
"TCP 213.184.17.197:10501->25.0.15.157:25","TCP","213.184.17.197","10501","25.0.15.157","25"
"TCP 12.166.6.122:10252->25.0.16.250:25","TCP","12.166.6.122","10252","25.0.16.250","25"
"TCP 80.66.10.128:53457->25.0.16.121:25","TCP","80.66.10.128","53457","25.0.16.121","25"
"TCP 122.52.217.178:43718->25.0.16.41:25","TCP","122.52.217.178","43718","25.0.16.41","25"
"TCP 12.166.6.124:9757->25.0.17.77:25","TCP","12.166.6.124","9757","25.0.17.77","25"
"TCP 213.184.14.226:46653->25.0.15.156:25","TCP","213.184.14.226","46653","25.0.15.156","25"
"TCP 80.66.9.245:37905->25.0.16.11:25","TCP","80.66.9.245","37905","25.0.16.11","25"
"TCP 12.166.6.155:56822->25.0.16.79:25","TCP","12.166.6.155","56822","25.0.16.79","25"
"TCP 12.166.5.35:2752->25.0.17.69:25","TCP","12.166.5.35","2752","25.0.17.69","25"
"TCP 80.66.13.211:60057->25.0.15.61:25","TCP","80.66.13.211","60057","25.0.15.61","25"
"TCP 213.184.14.128:28601->25.0.17.39:25","TCP","213.184.14.128","28601","25.0.17.39","25"
"TCP 213.184.18.125:39262->25.0.15.229:25","TCP","213.184.18.125","39262","25.0.15.229","25"
"TCP 80.66.13.54:50113->25.0.16.228:25","TCP","80.66.13.54","50113","25.0.16.228","25"
"TCP 12.166.5.239:54317->25.0.15.168:25","TCP","12.166.5.239","54317","25.0.15.168","25"
"TCP 80.66.14.78:33656->25.0.15.236:25","TCP","80.66.14.78","33656","25.0.15.236","25"
"TCP 213.184.17.242:64974->25.0.16.122:25","TCP","213.184.17.242","64974","25.0.16.122","25"
"TCP 12.166.5.64:7854->25.0.17.44:25","TCP","12.166.5.64","7854","25.0.17.44","25"
"TCP 80.66.12.93:4678->25.0.17.59:25","TCP","80.66.12.93","4678","25.0.17.59","25"
"TCP 213.184.18.6:41721->25.0.16.192:25","TCP","213.184.18.6","41721","25.0.16.192","25"
"TCP 12.166.6.86:33460->25.0.16.0:25","TCP","12.166.6.86","33460","25.0.16.0","25"
"TCP 213.184.18.20:51221->25.0.15.64:25","TCP","213.184.18.20","51221","25.0.15.64","25"
"TCP 80.66.11.65:40964->25.0.16.224:25","TCP","80.66.11.65","40964","25.0.16.224","25"
"TCP 80.66.10.140:65113->25.0.16.83:25","TCP","80.66.10.140","65113","25.0.16.83","25"
"TCP 80.66.13.213:63329->25.0.15.152:25","TCP","80.66.13.213","63329","25.0.15.152","25"
"TCP 213.184.16.216:33541->25.0.17.30:25","TCP","213.184.16.216","33541","25.0.17.30","25"
"TCP 12.166.5.69:24670->25.0.16.251:25","TCP","12.166.5.69","24670","25.0.16.251","25"
"TCP 122.52.203.101:55929->25.0.15.187:25","TCP","122.52.203.101","55929","25.0.15.187","25"
"TCP 122.52.215.109:2038->25.0.16.164:25","TCP","122.52.215.109","2038","25.0.16.164","25"
"TCP 122.52.209.228:6767->25.0.15.106:25","TCP","122.52.209.228","6767","25.0.15.106","25"
"TCP 122.52.205.158:5883->25.0.15.82:25","TCP","122.52.205.158","5883","25.0.15.82","25"
"TCP 122.52.212.71:27397->25.0.16.28:25","TCP","122.52.212.71","27397","25.0.16.28","25"
"TCP 122.52.225.105:63194->25.0.15.192:25","TCP","122.52.225.105","63194","25.0.15.192","25"
"TCP 122.52.218.17:21047->25.0.15.193:25","TCP","122.52.218.17","21047","25.0.15.193","25"
"TCP 122.52.209.55:2143->25.0.15.210:25","TCP","122.52.209.55","2143","25.0.15.210","25"
"TCP 122.52.217.136:57528->25.0.16.4:25","TCP","122.52.217.136","57528","25.0.16.4","25"
"TCP 80.66.12.180:54406->25.0.17.89:25","TCP","80.66.12.180","54406","25.0.17.89","25"
"TCP 122.52.215.230:4128->25.0.15.82:25","TCP","122.52.215.230","4128","25.0.15.82","25"
"TCP 213.184.17.226:10879->25.0.17.63:25","TCP","213.184.17.226","10879","25.0.17.63","25"
"TCP 12.166.5.45:20354->25.0.15.225:25","TCP","12.166.5.45","20354","25.0.15.225","25"
"TCP 80.66.12.128:50889->25.0.16.160:25","TCP","80.66.12.128","50889","25.0.16.160","25"
"TCP 122.52.227.126:50518->25.0.17.34:25","TCP","122.52.227.126","50518","25.0.17.34","25"
"TCP 213.184.18.24:15261->25.0.16.120:25","TCP","213.184.18.24","15261","25.0.16.120","25"
"TCP 12.166.6.116:3822->25.0.16.37:25","TCP","12.166.6.116","3822","25.0.16.37","25"
"TCP 80.66.13.33:27109->25.0.17.7:25","TCP","80.66.13.33","27109","25.0.17.7","25"
"TCP 213.184.17.132:19950->25.0.15.236:25","TCP","213.184.17.132","19950","25.0.15.236","25"
"TCP 213.184.14.82:5764->25.0.16.118:25","TCP","213.184.14.82","5764","25.0.16.118","25"
"TCP 12.166.6.107:44517->25.0.15.155:25","TCP","12.166.6.107","44517","25.0.15.155","25"
"TCP 122.52.213.118:39115->25.0.16.112:25","TCP","122.52.213.118","39115","25.0.16.112","25"
"TCP 213.184.18.8:10799->25.0.16.167:25","TCP","213.184.18.8","10799","25.0.16.167","25"
"TCP 80.66.13.192:27021->25.0.16.231:25","TCP","80.66.13.192","27021","25.0.16.231","25"
"TCP 80.66.14.165:57607->25.0.16.59:25","TCP","80.66.14.165","57607","25.0.16.59","25"
"TCP 12.166.5.159:53055->25.0.15.97:25","TCP","12.166.5.159","53055","25.0.15.97","25"
"TCP 12.166.5.38:24616->25.0.16.232:25","TCP","12.166.5.38","24616","25.0.16.232","25"
"TCP 80.66.11.54:24299->25.0.16.179:25","TCP","80.66.11.54","24299","25.0.16.179","25"
"TCP 213.184.14.202:63063->25.0.15.52:25","TCP","213.184.14.202","63063","25.0.15.52","25"
"TCP 80.66.10.58:14850->25.0.16.153:25","TCP","80.66.10.58","14850","25.0.16.153","25"
"TCP 12.166.5.203:21627->25.0.15.70:25","TCP","12.166.5.203","21627","25.0.15.70","25"
"TCP 12.166.5.63:31418->25.0.16.157:25","TCP","12.166.5.63","31418","25.0.16.157","25"
"TCP 12.166.6.68:12146->25.0.16.129:25","TCP","12.166.6.68","12146","25.0.16.129","25"
"TCP 80.66.14.99:22629->25.0.17.81:25","TCP","80.66.14.99","22629","25.0.17.81","25"
"TCP 213.184.16.137:39495->25.0.15.121:25","TCP","213.184.16.137","39495","25.0.15.121","25"
"TCP 213.184.18.23:65247->25.0.15.111:25","TCP","213.184.18.23","65247","25.0.15.111","25"
"TCP 213.184.16.251:9789->25.0.16.36:25","TCP","213.184.16.251","9789","25.0.16.36","25"
"TCP 12.166.6.145:52478->25.0.17.31:25","TCP","12.166.6.145","52478","25.0.17.31","25"
"TCP 80.66.10.176:51502->25.0.16.84:25","TCP","80.66.10.176","51502","25.0.16.84","25"
"TCP 80.66.13.167:3649->25.0.15.168:25","TCP","80.66.13.167","3649","25.0.15.168","25"
"TCP 213.184.14.166:50757->25.0.16.146:25","TCP","213.184.14.166","50757","25.0.16.146","25"
"TCP 12.166.6.2:58947->25.0.17.74:25","TCP","12.166.6.2","58947","25.0.17.74","25"
"TCP 12.166.5.244:37055->25.0.15.119:25","TCP","12.166.5.244","37055","25.0.15.119","25"
"TCP 213.184.18.97:31241->25.0.17.10:25","TCP","213.184.18.97","31241","25.0.17.10","25"
"TCP 80.66.13.4:30505->25.0.15.58:25","TCP","80.66.13.4","30505","25.0.15.58","25"
"TCP 122.52.214.138:39368->25.0.16.135:25","TCP","122.52.214.138","39368","25.0.16.135","25"
"TCP 122.52.208.206:54538->25.0.16.245:25","TCP","122.52.208.206","54538","25.0.16.245","25"
"TCP 122.52.215.148:25820->25.0.15.225:25","TCP","122.52.215.148","25820","25.0.15.225","25"
"TCP 122.52.208.197:31687->25.0.16.176:25","TCP","122.52.208.197","31687","25.0.16.176","25"
"TCP 122.52.221.128:32578->25.0.15.107:25","TCP","122.52.221.128","32578","25.0.15.107","25"
"TCP 80.66.12.55:16246->25.0.15.109:25","TCP","80.66.12.55","16246","25.0.15.109","25"
"TCP 122.52.218.38:17270->25.0.15.224:25","TCP","122.52.218.38","17270","25.0.15.224","25"
"TCP 122.52.224.17:38983->25.0.15.180:25","TCP","122.52.224.17","38983","25.0.15.180","25"
"TCP 12.166.5.47:20671->25.0.15.97:25","TCP","12.166.5.47","20671","25.0.15.97","25"
"TCP 80.66.13.227:45275->25.0.16.26:25","TCP","80.66.13.227","45275","25.0.16.26","25"
"TCP 122.52.204.27:10308->25.0.16.206:25","TCP","122.52.204.27","10308","25.0.16.206","25"
"TCP 12.166.5.28:8278->25.0.17.56:25","TCP","12.166.5.28","8278","25.0.17.56","25"
"TCP 213.184.15.161:23971->25.0.15.250:25","TCP","213.184.15.161","23971","25.0.15.250","25"
"TCP 12.166.5.91:26395->25.0.15.232:25","TCP","12.166.5.91","26395","25.0.15.232","25"
"TCP 213.184.14.232:43227->25.0.16.179:25","TCP","213.184.14.232","43227","25.0.16.179","25"
"TCP 122.52.203.165:43684->25.0.17.6:25","TCP","122.52.203.165","43684","25.0.17.6","25"
"TCP 12.166.5.191:30706->25.0.16.233:25","TCP","12.166.5.191","30706","25.0.16.233","25"
"TCP 80.66.13.52:63370->25.0.15.208:25","TCP","80.66.13.52","63370","25.0.15.208","25"
"TCP 213.184.15.27:12555->25.0.16.205:25","TCP","213.184.15.27","12555","25.0.16.205","25"
"TCP 213.184.14.49:21625->25.0.16.72:25","TCP","213.184.14.49","21625","25.0.16.72","25"
"TCP 80.66.11.18:14664->25.0.16.113:25","TCP","80.66.11.18","14664","25.0.16.113","25"
"TCP 122.52.204.123:40083->25.0.15.178:25","TCP","122.52.204.123","40083","25.0.15.178","25"
"TCP 213.184.15.11:61604->25.0.15.151:25","TCP","213.184.15.11","61604","25.0.15.151","25"
"TCP 80.66.11.29:30054->25.0.16.226:25","TCP","80.66.11.29","30054","25.0.16.226","25"
"TCP 80.66.11.105:13030->25.0.16.134:25","TCP","80.66.11.105","13030","25.0.16.134","25"
"TCP 12.166.5.159:44270->25.0.15.236:25","TCP","12.166.5.159","44270","25.0.15.236","25"
"TCP 12.166.6.68:62417->25.0.16.224:25","TCP","12.166.6.68","62417","25.0.16.224","25"
"TCP 12.166.6.155:13616->25.0.15.105:25","TCP","12.166.6.155","13616","25.0.15.105","25"
"TCP 213.184.16.135:60986->25.0.16.61:25","TCP","213.184.16.135","60986","25.0.16.61","25"
"TCP 80.66.11.149:34044->25.0.17.1:25","TCP","80.66.11.149","34044","25.0.17.1","25"
"TCP 12.166.5.252:51265->25.0.17.59:25","TCP","12.166.5.252","51265","25.0.17.59","25"
"TCP 213.184.14.245:3539->25.0.16.97:25","TCP","213.184.14.245","3539","25.0.16.97","25"
"TCP 213.184.14.239:64193->25.0.16.173:25","TCP","213.184.14.239","64193","25.0.16.173","25"
"TCP 12.166.6.133:35434->25.0.16.44:25","TCP","12.166.6.133","35434","25.0.16.44","25"
"TCP 213.184.14.126:9340->25.0.17.87:25","TCP","213.184.14.126","9340","25.0.17.87","25"
"TCP 80.66.10.62:46803->25.0.16.4:25","TCP","80.66.10.62","46803","25.0.16.4","25"
"TCP 213.184.15.135:55962->25.0.17.21:25","TCP","213.184.15.135","55962","25.0.17.21","25"
"TCP 80.66.10.123:57483->25.0.16.234:25","TCP","80.66.10.123","57483","25.0.16.234","25"
"TCP 80.66.10.202:56639->25.0.17.80:25","TCP","80.66.10.202","56639","25.0.17.80","25"
"TCP 213.184.16.233:5772->25.0.16.177:25","TCP","213.184.16.233","5772","25.0.16.177","25"
"TCP 12.166.5.58:8474->25.0.16.54:25","TCP","12.166.5.58","8474","25.0.16.54","25"
"TCP 12.166.6.103:13117->25.0.16.171:25","TCP","12.166.6.103","13117","25.0.16.171","25"
"TCP 122.52.219.74:32403->25.0.15.132:25","TCP","122.52.219.74","32403","25.0.15.132","25"
"TCP 122.52.214.136:41588->25.0.15.254:25","TCP","122.52.214.136","41588","25.0.15.254","25"
"TCP 122.52.209.3:59476->25.0.16.78:25","TCP","122.52.209.3","59476","25.0.16.78","25"
"TCP 122.52.226.249:1133->25.0.15.54:25","TCP","122.52.226.249","1133","25.0.15.54","25"
"TCP 122.52.208.145:51572->25.0.17.73:25","TCP","122.52.208.145","51572","25.0.17.73","25"
"TCP 122.52.200.82:17599->25.0.16.150:25","TCP","122.52.200.82","17599","25.0.16.150","25"
"TCP 122.52.210.105:55793->25.0.15.109:25","TCP","122.52.210.105","55793","25.0.15.109","25"
"TCP 80.66.14.77:17993->25.0.15.81:25","TCP","80.66.14.77","17993","25.0.15.81","25"
"TCP 213.184.14.186:16879->25.0.16.70:25","TCP","213.184.14.186","16879","25.0.16.70","25"
"TCP 122.52.203.211:44180->25.0.17.62:25","TCP","122.52.203.211","44180","25.0.17.62","25"
"TCP 12.166.5.129:26581->25.0.15.213:25","TCP","12.166.5.129","26581","25.0.15.213","25"
"TCP 80.66.13.15:59088->25.0.16.144:25","TCP","80.66.13.15","59088","25.0.16.144","25"
"TCP 213.184.17.59:64692->25.0.16.220:25","TCP","213.184.17.59","64692","25.0.16.220","25"
"TCP 80.66.13.30:44638->25.0.15.98:25","TCP","80.66.13.30","44638","25.0.15.98","25"
"TCP 12.166.6.115:52219->25.0.15.117:25","TCP","12.166.6.115","52219","25.0.15.117","25"
"TCP 80.66.11.85:21543->25.0.16.79:25","TCP","80.66.11.85","21543","25.0.16.79","25"
"TCP 213.184.14.172:47753->25.0.16.177:25","TCP","213.184.14.172","47753","25.0.16.177","25"
"TCP 12.166.5.57:17694->25.0.16.3:25","TCP","12.166.5.57","17694","25.0.16.3","25"
"TCP 12.166.5.89:2140->25.0.16.194:25","TCP","12.166.5.89","2140","25.0.16.194","25"
"TCP 213.184.15.14:15611->25.0.16.104:25","TCP","213.184.15.14","15611","25.0.16.104","25"
"TCP 122.52.224.39:36060->25.0.15.127:25","TCP","122.52.224.39","36060","25.0.15.127","25"
"TCP 213.184.18.57:23731->25.0.16.16:25","TCP","213.184.18.57","23731","25.0.16.16","25"
"TCP 12.166.5.92:47222->25.0.15.164:25","TCP","12.166.5.92","47222","25.0.15.164","25"
"TCP 80.66.11.5:20015->25.0.15.128:25","TCP","80.66.11.5","20015","25.0.15.128","25"
"TCP 80.66.14.69:2550->25.0.15.104:25","TCP","80.66.14.69","2550","25.0.15.104","25"
"TCP 213.184.15.26:10818->25.0.15.209:25","TCP","213.184.15.26","10818","25.0.15.209","25"
"TCP 80.66.12.132:39130->25.0.15.107:25","TCP","80.66.12.132","39130","25.0.15.107","25"
"TCP 12.166.6.113:48416->25.0.16.62:25","TCP","12.166.6.113","48416","25.0.16.62","25"
"TCP 12.166.6.87:52376->25.0.17.62:25","TCP","12.166.6.87","52376","25.0.17.62","25"
"TCP 213.184.14.187:15832->25.0.15.171:25","TCP","213.184.14.187","15832","25.0.15.171","25"
"TCP 80.66.14.76:50147->25.0.16.101:25","TCP","80.66.14.76","50147","25.0.16.101","25"
"TCP 213.184.14.210:50738->25.0.15.110:25","TCP","213.184.14.210","50738","25.0.15.110","25"
"TCP 12.166.5.90:11833->25.0.16.139:25","TCP","12.166.5.90","11833","25.0.16.139","25"
"TCP 80.66.12.144:9113->25.0.16.184:25","TCP","80.66.12.144","9113","25.0.16.184","25"
"TCP 122.52.223.43:41100->25.0.15.246:25","TCP","122.52.223.43","41100","25.0.15.246","25"
"TCP 122.52.209.21:10416->25.0.16.253:25","TCP","122.52.209.21","10416","25.0.16.253","25"
"TCP 122.52.211.9:46829->25.0.16.53:25","TCP","122.52.211.9","46829","25.0.16.53","25"
"TCP 122.52.204.74:30113->25.0.16.31:25","TCP","122.52.204.74","30113","25.0.16.31","25"
"TCP 122.52.223.21:58939->25.0.16.245:25","TCP","122.52.223.21","58939","25.0.16.245","25"
"TCP 122.52.221.193:19728->25.0.16.69:25","TCP","122.52.221.193","19728","25.0.16.69","25"
"TCP 122.52.220.246:64507->25.0.15.99:25","TCP","122.52.220.246","64507","25.0.15.99","25"
"TCP 122.52.205.125:23765->25.0.15.242:25","TCP","122.52.205.125","23765","25.0.15.242","25"
"TCP 122.52.220.24:37044->25.0.16.14:25","TCP","122.52.220.24","37044","25.0.16.14","25"
"TCP 80.66.11.253:26406->25.0.15.144:25","TCP","80.66.11.253","26406","25.0.15.144","25"
"TCP 12.166.6.155:64814->25.0.16.120:25","TCP","12.166.6.155","64814","25.0.16.120","25"
"TCP 80.66.10.5:8284->25.0.15.94:25","TCP","80.66.10.5","8284","25.0.15.94","25"
"TCP 213.184.18.31:42351->25.0.16.65:25","TCP","213.184.18.31","42351","25.0.16.65","25"
"TCP 213.184.14.199:1456->25.0.15.225:25","TCP","213.184.14.199","1456","25.0.15.225","25"
"TCP 12.166.5.249:7886->25.0.15.223:25","TCP","12.166.5.249","7886","25.0.15.223","25"
"TCP 213.184.14.31:14609->25.0.16.108:25","TCP","213.184.14.31","14609","25.0.16.108","25"
"TCP 12.166.5.219:20673->25.0.15.237:25","TCP","12.166.5.219","20673","25.0.15.237","25"
"TCP 12.166.5.41:3291->25.0.16.150:25","TCP","12.166.5.41","3291","25.0.16.150","25"
"TCP 80.66.12.252:17861->25.0.16.69:25","TCP","80.66.12.252","17861","25.0.16.69","25"
"TCP 80.66.12.69:22200->25.0.15.67:25","TCP","80.66.12.69","22200","25.0.15.67","25"
"TCP 213.184.18.175:63110->25.0.16.31:25","TCP","213.184.18.175","63110","25.0.16.31","25"
"TCP 12.166.5.127:56469->25.0.16.185:25","TCP","12.166.5.127","56469","25.0.16.185","25"
"TCP 213.184.16.133:36032->25.0.15.158:25","TCP","213.184.16.133","36032","25.0.15.158","25"
"TCP 80.66.14.39:64680->25.0.16.86:25","TCP","80.66.14.39","64680","25.0.16.86","25"
"TCP 80.66.11.252:50671->25.0.16.53:25","TCP","80.66.11.252","50671","25.0.16.53","25"
"TCP 12.166.5.239:23750->25.0.16.199:25","TCP","12.166.5.239","23750","25.0.16.199","25"
"TCP 80.66.14.78:47380->25.0.16.185:25","TCP","80.66.14.78","47380","25.0.16.185","25"
"TCP 213.184.14.165:34362->25.0.16.73:25","TCP","213.184.14.165","34362","25.0.16.73","25"
"TCP 213.184.18.28:19753->25.0.16.100:25","TCP","213.184.18.28","19753","25.0.16.100","25"
"TCP 12.166.6.61:57045->25.0.16.131:25","TCP","12.166.6.61","57045","25.0.16.131","25"
"TCP 12.166.5.154:41838->25.0.16.255:25","TCP","12.166.5.154","41838","25.0.16.255","25"
"TCP 80.66.13.250:6596->25.0.16.79:25","TCP","80.66.13.250","6596","25.0.16.79","25"
"TCP 213.184.18.125:16311->25.0.15.253:25","TCP","213.184.18.125","16311","25.0.15.253","25"
"TCP 12.166.5.61:49539->25.0.15.168:25","TCP","12.166.5.61","49539","25.0.15.168","25"
"TCP 122.52.30.110:2830->25.0.3.44:25","TCP","122.52.30.110","2830","25.0.3.44","25"
"TCP 122.52.55.210:49828->25.0.3.152:25","TCP","122.52.55.210","49828","25.0.3.152","25"
"TCP 122.52.47.104:52652->25.0.2.187:25","TCP","122.52.47.104","52652","25.0.2.187","25"
"TCP 122.52.56.83:33008->25.0.3.133:25","TCP","122.52.56.83","33008","25.0.3.133","25"
"TCP 122.52.37.252:29829->25.0.3.35:25","TCP","122.52.37.252","29829","25.0.3.35","25"
"TCP 122.52.56.208:63138->25.0.3.99:25","TCP","122.52.56.208","63138","25.0.3.99","25"
"TCP 122.52.55.127:47677->25.0.3.196:25","TCP","122.52.55.127","47677","25.0.3.196","25"
"TCP 12.166.1.2:58597->25.0.3.11:25","TCP","12.166.1.2","58597","25.0.3.11","25"
"TCP 213.184.4.171:54768->25.0.3.79:25","TCP","213.184.4.171","54768","25.0.3.79","25"
"TCP 12.166.1.201:10217->25.0.4.10:25","TCP","12.166.1.201","10217","25.0.4.10","25"
"TCP 80.66.3.201:53430->25.0.2.104:25","TCP","80.66.3.201","53430","25.0.2.104","25"
"TCP 80.66.4.137:47450->25.0.2.133:25","TCP","80.66.4.137","47450","25.0.2.133","25"
"TCP 122.52.39.171:17500->25.0.2.96:25","TCP","122.52.39.171","17500","25.0.2.96","25"
"TCP 122.52.56.138:2535->25.0.4.29:25","TCP","122.52.56.138","2535","25.0.4.29","25"
"TCP 12.166.0.204:34826->25.0.3.71:25","TCP","12.166.0.204","34826","25.0.3.71","25"
"TCP 12.166.1.70:45215->25.0.2.92:25","TCP","12.166.1.70","45215","25.0.2.92","25"
"TCP 213.184.2.194:39191->25.0.2.119:25","TCP","213.184.2.194","39191","25.0.2.119","25"
"TCP 122.52.50.111:15055->25.0.4.2:25","TCP","122.52.50.111","15055","25.0.4.2","25"
"TCP 122.52.38.155:62637->25.0.3.197:25","TCP","122.52.38.155","62637","25.0.3.197","25"
"TCP 213.184.4.132:15218->25.0.2.169:25","TCP","213.184.4.132","15218","25.0.2.169","25"
"TCP 122.52.33.207:3282->25.0.2.216:25","TCP","122.52.33.207","3282","25.0.2.216","25"
"TCP 80.66.0.223:47572->25.0.3.17:25","TCP","80.66.0.223","47572","25.0.3.17","25"
"TCP 80.66.4.127:10981->25.0.3.0:25","TCP","80.66.4.127","10981","25.0.3.0","25"
"TCP 213.184.1.141:57470->25.0.2.173:25","TCP","213.184.1.141","57470","25.0.2.173","25"
"TCP 122.52.33.66:30545->25.0.2.109:25","TCP","122.52.33.66","30545","25.0.2.109","25"
"TCP 122.52.222.74:47660->25.0.15.214:25","TCP","122.52.222.74","47660","25.0.15.214","25"
"TCP 213.184.3.43:60377->25.0.3.95:25","TCP","213.184.3.43","60377","25.0.3.95","25"
"TCP 213.184.1.112:51271->25.0.2.146:25","TCP","213.184.1.112","51271","25.0.2.146","25"
"TCP 122.52.54.95:11963->25.0.2.236:25","TCP","122.52.54.95","11963","25.0.2.236","25"
"TCP 213.184.2.243:8311->25.0.3.209:25","TCP","213.184.2.243","8311","25.0.3.209","25"
"TCP 122.52.217.96:47670->25.0.16.106:25","TCP","122.52.217.96","47670","25.0.16.106","25"
"TCP 12.166.0.196:24416->25.0.4.41:25","TCP","12.166.0.196","24416","25.0.4.41","25"
"TCP 213.184.0.242:47030->25.0.3.212:25","TCP","213.184.0.242","47030","25.0.3.212","25"
"TCP 122.52.53.241:5992->25.0.3.191:25","TCP","122.52.53.241","5992","25.0.3.191","25"
"TCP 122.52.219.124:6428->25.0.15.203:25","TCP","122.52.219.124","6428","25.0.15.203","25"
"TCP 122.52.224.100:48428->25.0.17.43:25","TCP","122.52.224.100","48428","25.0.17.43","25"
"TCP 80.66.2.173:27485->25.0.3.57:25","TCP","80.66.2.173","27485","25.0.3.57","25"
"TCP 12.166.0.133:48485->25.0.2.154:25","TCP","12.166.0.133","48485","25.0.2.154","25"
"TCP 122.52.213.87:35216->25.0.17.83:25","TCP","122.52.213.87","35216","25.0.17.83","25"
"TCP 80.66.3.228:45758->25.0.3.55:25","TCP","80.66.3.228","45758","25.0.3.55","25"
"TCP 80.66.1.200:23462->25.0.3.85:25","TCP","80.66.1.200","23462","25.0.3.85","25"
"TCP 213.184.0.6:42884->25.0.3.213:25","TCP","213.184.0.6","42884","25.0.3.213","25"
"TCP 122.52.49.100:56597->25.0.2.151:25","TCP","122.52.49.100","56597","25.0.2.151","25"
"TCP 12.166.1.59:31558->25.0.4.5:25","TCP","12.166.1.59","31558","25.0.4.5","25"
"TCP 213.184.2.140:7433->25.0.4.60:25","TCP","213.184.2.140","7433","25.0.4.60","25"
"TCP 80.66.0.133:13834->25.0.2.156:25","TCP","80.66.0.133","13834","25.0.2.156","25"
"TCP 213.184.3.36:36839->25.0.3.18:25","TCP","213.184.3.36","36839","25.0.3.18","25"
"TCP 122.52.54.99:27124->25.0.4.36:25","TCP","122.52.54.99","27124","25.0.4.36","25"
"TCP 213.184.0.73:44137->25.0.3.96:25","TCP","213.184.0.73","44137","25.0.3.96","25"
"TCP 122.52.30.158:27189->25.0.4.36:25","TCP","122.52.30.158","27189","25.0.4.36","25"
"TCP 213.184.4.172:22886->25.0.2.83:25","TCP","213.184.4.172","22886","25.0.2.83","25"
"TCP 213.184.2.98:63026->25.0.2.181:25","TCP","213.184.2.98","63026","25.0.2.181","25"
"TCP 80.66.12.24:41844->25.0.16.221:25","TCP","80.66.12.24","41844","25.0.16.221","25"
"TCP 80.66.1.239:32831->25.0.3.56:25","TCP","80.66.1.239","32831","25.0.3.56","25"
"TCP 80.66.2.106:26131->25.0.2.111:25","TCP","80.66.2.106","26131","25.0.2.111","25"
