"original","protocol","sip","sport","dip","dport"
"TCP 12.166.0.143:61059->25.0.4.16:25","TCP","12.166.0.143","61059","25.0.4.16","25"
"TCP 80.66.4.207:44483->25.0.2.183:25","TCP","80.66.4.207","44483","25.0.2.183","25"
"TCP 213.184.2.164:45743->25.0.2.140:25","TCP","213.184.2.164","45743","25.0.2.140","25"
"TCP 122.52.34.166:37799->25.0.3.250:25","TCP","122.52.34.166","37799","25.0.3.250","25"
"TCP 12.166.1.39:28245->25.0.3.248:25","TCP","12.166.1.39","28245","25.0.3.248","25"
"TCP 80.66.1.151:4266->25.0.2.112:25","TCP","80.66.1.151","4266","25.0.2.112","25"
"TCP 213.184.3.239:50008->25.0.2.137:25","TCP","213.184.3.239","50008","25.0.2.137","25"
"TCP 122.52.28.127:12798->25.0.3.207:25","TCP","122.52.28.127","12798","25.0.3.207","25"
"TCP 122.52.52.27:48299->25.0.4.14:25","TCP","122.52.52.27","48299","25.0.4.14","25"
"TCP 12.166.0.127:37048->25.0.3.71:25","TCP","12.166.0.127","37048","25.0.3.71","25"
"TCP 213.184.3.106:34277->25.0.2.169:25","TCP","213.184.3.106","34277","25.0.2.169","25"
"TCP 80.66.4.154:32144->25.0.2.204:25","TCP","80.66.4.154","32144","25.0.2.204","25"
"TCP 122.52.48.215:54885->25.0.3.38:25","TCP","122.52.48.215","54885","25.0.3.38","25"
"TCP 12.166.0.100:16787->25.0.2.156:25","TCP","12.166.0.100","16787","25.0.2.156","25"
"TCP 80.66.3.255:59163->25.0.3.97:25","TCP","80.66.3.255","59163","25.0.3.97","25"
"TCP 213.184.4.73:13205->25.0.2.147:25","TCP","213.184.4.73","13205","25.0.2.147","25"
"TCP 12.166.0.140:10136->25.0.3.235:25","TCP","12.166.0.140","10136","25.0.3.235","25"
"TCP 80.66.1.185:54005->25.0.3.98:25","TCP","80.66.1.185","54005","25.0.3.98","25"
"TCP 213.184.1.153:44164->25.0.3.206:25","TCP","213.184.1.153","44164","25.0.3.206","25"
"TCP 122.52.40.70:4775->25.0.3.88:25","TCP","122.52.40.70","4775","25.0.3.88","25"
"TCP 80.66.1.152:55032->25.0.2.55:25","TCP","80.66.1.152","55032","25.0.2.55","25"
"TCP 213.184.1.224:39095->25.0.3.101:25","TCP","213.184.1.224","39095","25.0.3.101","25"
"TCP 12.166.1.186:31661->25.0.3.26:25","TCP","12.166.1.186","31661","25.0.3.26","25"
"TCP 80.66.1.50:53773->25.0.3.15:25","TCP","80.66.1.50","53773","25.0.3.15","25"
"TCP 122.52.55.9:55551->25.0.4.57:25","TCP","122.52.55.9","55551","25.0.4.57","25"
"TCP 12.166.0.154:24866->25.0.2.77:25","TCP","12.166.0.154","24866","25.0.2.77","25"
"TCP 122.52.28.128:26860->25.0.3.34:25","TCP","122.52.28.128","26860","25.0.3.34","25"
"TCP 213.184.4.119:12468->25.0.3.3:25","TCP","213.184.4.119","12468","25.0.3.3","25"
"TCP 12.166.1.10:23503->25.0.2.210:25","TCP","12.166.1.10","23503","25.0.2.210","25"
"TCP 80.66.2.92:41178->25.0.4.28:25","TCP","80.66.2.92","41178","25.0.4.28","25"
"TCP 122.52.40.247:46200->25.0.2.132:25","TCP","122.52.40.247","46200","25.0.2.132","25"
"TCP 12.166.0.123:45737->25.0.2.220:25","TCP","12.166.0.123","45737","25.0.2.220","25"
"TCP 213.184.1.59:19090->25.0.3.96:25","TCP","213.184.1.59","19090","25.0.3.96","25"
"TCP 80.66.1.56:36744->25.0.2.139:25","TCP","80.66.1.56","36744","25.0.2.139","25"
"TCP 213.184.3.136:33470->25.0.2.45:25","TCP","213.184.3.136","33470","25.0.2.45","25"
"TCP 80.66.1.100:16033->25.0.4.37:25","TCP","80.66.1.100","16033","25.0.4.37","25"
"TCP 12.166.1.114:29827->25.0.4.26:25","TCP","12.166.1.114","29827","25.0.4.26","25"
"TCP 122.52.51.177:37561->25.0.4.58:25","TCP","122.52.51.177","37561","25.0.4.58","25"
"TCP 213.184.1.66:26855->25.0.3.223:25","TCP","213.184.1.66","26855","25.0.3.223","25"
"TCP 122.52.30.56:7216->25.0.4.6:25","TCP","122.52.30.56","7216","25.0.4.6","25"
"TCP 12.166.1.104:28697->25.0.2.230:25","TCP","12.166.1.104","28697","25.0.2.230","25"
"TCP 80.66.0.62:57172->25.0.2.223:25","TCP","80.66.0.62","57172","25.0.2.223","25"
"TCP 122.52.38.244:63519->25.0.3.245:25","TCP","122.52.38.244","63519","25.0.3.245","25"
"TCP 213.184.2.66:16985->25.0.4.82:25","TCP","213.184.2.66","16985","25.0.4.82","25"
"TCP 12.166.0.196:11725->25.0.2.133:25","TCP","12.166.0.196","11725","25.0.2.133","25"
"TCP 80.66.3.123:25838->25.0.3.78:25","TCP","80.66.3.123","25838","25.0.3.78","25"
"TCP 213.184.2.247:36178->25.0.2.167:25","TCP","213.184.2.247","36178","25.0.2.167","25"
"TCP 122.52.31.54:31050->25.0.2.112:25","TCP","122.52.31.54","31050","25.0.2.112","25"
"TCP 80.66.3.178:1218->25.0.4.75:25","TCP","80.66.3.178","1218","25.0.4.75","25"
"TCP 12.166.1.242:10906->25.0.3.114:25","TCP","12.166.1.242","10906","25.0.3.114","25"
"TCP 213.184.4.89:35857->25.0.2.122:25","TCP","213.184.4.89","35857","25.0.2.122","25"
"TCP 12.166.1.223:1446->25.0.2.98:25","TCP","12.166.1.223","1446","25.0.2.98","25"
"TCP 80.66.0.26:5569->25.0.4.86:25","TCP","80.66.0.26","5569","25.0.4.86","25"
"TCP 213.184.1.185:17633->25.0.4.80:25","TCP","213.184.1.185","17633","25.0.4.80","25"
"TCP 12.166.1.43:27230->25.0.3.254:25","TCP","12.166.1.43","27230","25.0.3.254","25"
"TCP 80.66.0.37:21042->25.0.2.208:25","TCP","80.66.0.37","21042","25.0.2.208","25"
"TCP 122.52.54.18:50379->25.0.3.5:25","TCP","122.52.54.18","50379","25.0.3.5","25"
"TCP 213.184.0.110:34908->25.0.2.90:25","TCP","213.184.0.110","34908","25.0.2.90","25"
"TCP 80.66.0.238:37833->25.0.2.80:25","TCP","80.66.0.238","37833","25.0.2.80","25"
"TCP 122.52.56.138:7904->25.0.3.172:25","TCP","122.52.56.138","7904","25.0.3.172","25"
"TCP 213.184.3.28:35491->25.0.2.118:25","TCP","213.184.3.28","35491","25.0.2.118","25"
"TCP 12.166.0.120:23091->25.0.3.119:25","TCP","12.166.0.120","23091","25.0.3.119","25"
"TCP 122.52.51.0:9950->25.0.2.98:25","TCP","122.52.51.0","9950","25.0.2.98","25"
"TCP 12.166.1.159:35918->25.0.2.135:25","TCP","12.166.1.159","35918","25.0.2.135","25"
"TCP 80.66.4.133:8065->25.0.3.88:25","TCP","80.66.4.133","8065","25.0.3.88","25"
"TCP 213.184.0.71:39659->25.0.2.60:25","TCP","213.184.0.71","39659","25.0.2.60","25"
"TCP 12.166.0.188:1807->25.0.2.148:25","TCP","12.166.0.188","1807","25.0.2.148","25"
"TCP 80.66.1.88:14751->25.0.3.18:25","TCP","80.66.1.88","14751","25.0.3.18","25"
"TCP 213.184.3.55:58505->25.0.3.106:25","TCP","213.184.3.55","58505","25.0.3.106","25"
"TCP 122.52.44.211:27548->25.0.3.106:25","TCP","122.52.44.211","27548","25.0.3.106","25"
"TCP 12.166.0.137:6937->25.0.2.77:25","TCP","12.166.0.137","6937","25.0.2.77","25"
"TCP 80.66.0.142:30237->25.0.2.188:25","TCP","80.66.0.142","30237","25.0.2.188","25"
"TCP 213.184.1.168:35310->25.0.2.245:25","TCP","213.184.1.168","35310","25.0.2.245","25"
"TCP 12.166.0.226:14263->25.0.4.55:25","TCP","12.166.0.226","14263","25.0.4.55","25"
"TCP 122.52.49.14:52309->25.0.2.179:25","TCP","122.52.49.14","52309","25.0.2.179","25"
"TCP 80.66.1.103:27093->25.0.2.63:25","TCP","80.66.1.103","27093","25.0.2.63","25"
"TCP 213.184.2.109:65530->25.0.2.181:25","TCP","213.184.2.109","65530","25.0.2.181","25"
"TCP 12.166.0.223:63284->25.0.3.18:25","TCP","12.166.0.223","63284","25.0.3.18","25"
"TCP 122.52.36.29:16553->25.0.2.141:25","TCP","122.52.36.29","16553","25.0.2.141","25"
"TCP 213.184.0.52:2894->25.0.2.126:25","TCP","213.184.0.52","2894","25.0.2.126","25"
"TCP 122.52.36.127:63113->25.0.2.82:25","TCP","122.52.36.127","63113","25.0.2.82","25"
"TCP 80.66.1.249:4085->25.0.2.132:25","TCP","80.66.1.249","4085","25.0.2.132","25"
"TCP 12.166.0.176:29573->25.0.4.87:25","TCP","12.166.0.176","29573","25.0.4.87","25"
"TCP 122.52.54.185:50779->25.0.2.251:25","TCP","122.52.54.185","50779","25.0.2.251","25"
"TCP 80.66.3.103:64529->25.0.4.78:25","TCP","80.66.3.103","64529","25.0.4.78","25"
"TCP 213.184.1.125:8572->25.0.2.243:25","TCP","213.184.1.125","8572","25.0.2.243","25"
"TCP 122.52.40.58:12450->25.0.2.67:25","TCP","122.52.40.58","12450","25.0.2.67","25"
"TCP 12.166.1.70:35997->25.0.4.0:25","TCP","12.166.1.70","35997","25.0.4.0","25"
"TCP 122.52.41.183:53443->25.0.3.88:25","TCP","122.52.41.183","53443","25.0.3.88","25"
"TCP 80.66.4.114:38534->25.0.2.134:25","TCP","80.66.4.114","38534","25.0.2.134","25"
"TCP 213.184.0.1:6352->25.0.2.198:25","TCP","213.184.0.1","6352","25.0.2.198","25"
"TCP 12.166.1.209:54554->25.0.3.109:25","TCP","12.166.1.209","54554","25.0.3.109","25"
"TCP 80.66.2.87:2399->25.0.3.23:25","TCP","80.66.2.87","2399","25.0.3.23","25"
"TCP 213.184.3.32:3381->25.0.3.254:25","TCP","213.184.3.32","3381","25.0.3.254","25"
"TCP 12.166.1.113:14060->25.0.3.190:25","TCP","12.166.1.113","14060","25.0.3.190","25"
"TCP 213.184.4.84:18693->25.0.2.153:25","TCP","213.184.4.84","18693","25.0.2.153","25"
"TCP 80.66.0.59:37680->25.0.2.52:25","TCP","80.66.0.59","37680","25.0.2.52","25"
"TCP 80.66.1.75:62730->25.0.4.63:25","TCP","80.66.1.75","62730","25.0.4.63","25"
"TCP 12.166.0.228:19698->25.0.2.128:25","TCP","12.166.0.228","19698","25.0.2.128","25"
"TCP 213.184.3.149:24921->25.0.4.81:25","TCP","213.184.3.149","24921","25.0.4.81","25"
"TCP 80.66.0.103:13921->25.0.2.65:25","TCP","80.66.0.103","13921","25.0.2.65","25"
"TCP 12.166.1.13:62817->25.0.3.162:25","TCP","12.166.1.13","62817","25.0.3.162","25"
"TCP 122.52.50.230:13939->25.0.4.42:25","TCP","122.52.50.230","13939","25.0.4.42","25"
"TCP 213.184.2.25:20574->25.0.4.77:25","TCP","213.184.2.25","20574","25.0.4.77","25"
"TCP 122.52.48.132:27691->25.0.3.99:25","TCP","122.52.48.132","27691","25.0.3.99","25"
"TCP 12.166.1.122:8231->25.0.3.225:25","TCP","12.166.1.122","8231","25.0.3.225","25"
"TCP 122.52.37.75:11896->25.0.2.151:25","TCP","122.52.37.75","11896","25.0.2.151","25"
"TCP 213.184.1.132:63030->25.0.3.117:25","TCP","213.184.1.132","63030","25.0.3.117","25"
"TCP 80.66.1.244:64280->25.0.2.47:25","TCP","80.66.1.244","64280","25.0.2.47","25"
"TCP 122.52.32.5:8953->25.0.2.208:25","TCP","122.52.32.5","8953","25.0.2.208","25"
"TCP 213.184.4.160:10703->25.0.2.68:25","TCP","213.184.4.160","10703","25.0.2.68","25"
"TCP 12.166.0.127:31046->25.0.3.11:25","TCP","12.166.0.127","31046","25.0.3.11","25"
"TCP 122.52.43.101:62978->25.0.3.19:25","TCP","122.52.43.101","62978","25.0.3.19","25"
"TCP 80.66.2.102:36661->25.0.4.74:25","TCP","80.66.2.102","36661","25.0.4.74","25"
"TCP 12.166.0.118:49836->25.0.2.182:25","TCP","12.166.0.118","49836","25.0.2.182","25"
"TCP 213.184.0.74:28739->25.0.2.137:25","TCP","213.184.0.74","28739","25.0.2.137","25"
"TCP 80.66.1.160:12976->25.0.3.183:25","TCP","80.66.1.160","12976","25.0.3.183","25"
"TCP 80.66.4.182:19049->25.0.3.73:25","TCP","80.66.4.182","19049","25.0.3.73","25"
"TCP 12.166.0.202:9331->25.0.2.182:25","TCP","12.166.0.202","9331","25.0.2.182","25"
"TCP 213.184.1.147:43571->25.0.3.27:25","TCP","213.184.1.147","43571","25.0.3.27","25"
"TCP 122.52.32.25:47735->25.0.2.197:25","TCP","122.52.32.25","47735","25.0.2.197","25"
"TCP 122.52.45.117:39165->25.0.3.173:25","TCP","122.52.45.117","39165","25.0.3.173","25"
"TCP 122.52.38.136:5735->25.0.4.17:25","TCP","122.52.38.136","5735","25.0.4.17","25"
"TCP 12.166.0.137:62397->25.0.3.119:25","TCP","12.166.0.137","62397","25.0.3.119","25"
"TCP 213.184.4.103:52386->25.0.3.66:25","TCP","213.184.4.103","52386","25.0.3.66","25"
"TCP 80.66.2.104:16213->25.0.3.192:25","TCP","80.66.2.104","16213","25.0.3.192","25"
"TCP 122.52.34.130:45015->25.0.2.201:25","TCP","122.52.34.130","45015","25.0.2.201","25"
"TCP 12.166.1.138:12328->25.0.3.105:25","TCP","12.166.1.138","12328","25.0.3.105","25"
"TCP 122.52.30.42:20429->25.0.2.167:25","TCP","122.52.30.42","20429","25.0.2.167","25"
"TCP 80.66.1.227:34056->25.0.2.64:25","TCP","80.66.1.227","34056","25.0.2.64","25"
"TCP 122.52.47.123:45659->25.0.2.78:25","TCP","122.52.47.123","45659","25.0.2.78","25"
"TCP 213.184.1.169:27249->25.0.2.79:25","TCP","213.184.1.169","27249","25.0.2.79","25"
"TCP 122.52.36.133:47984->25.0.4.6:25","TCP","122.52.36.133","47984","25.0.4.6","25"
"TCP 12.166.1.160:4876->25.0.3.250:25","TCP","12.166.1.160","4876","25.0.3.250","25"
"TCP 80.66.0.227:45874->25.0.4.15:25","TCP","80.66.0.227","45874","25.0.4.15","25"
"TCP 213.184.1.194:18678->25.0.3.102:25","TCP","213.184.1.194","18678","25.0.3.102","25"
"TCP 12.166.0.151:18775->25.0.4.5:25","TCP","12.166.0.151","18775","25.0.4.5","25"
"TCP 80.66.1.35:12828->25.0.3.52:25","TCP","80.66.1.35","12828","25.0.3.52","25"
"TCP 213.184.1.97:6178->25.0.3.65:25","TCP","213.184.1.97","6178","25.0.3.65","25"
"TCP 122.52.48.75:29911->25.0.4.61:25","TCP","122.52.48.75","29911","25.0.4.61","25"
"TCP 80.66.4.123:57684->25.0.4.73:25","TCP","80.66.4.123","57684","25.0.4.73","25"
"TCP 122.52.48.35:5999->25.0.4.5:25","TCP","122.52.48.35","5999","25.0.4.5","25"
"TCP 12.166.1.114:46655->25.0.2.169:25","TCP","12.166.1.114","46655","25.0.2.169","25"
"TCP 213.184.3.174:18214->25.0.3.161:25","TCP","213.184.3.174","18214","25.0.3.161","25"
"TCP 12.166.1.226:47276->25.0.3.6:25","TCP","12.166.1.226","47276","25.0.3.6","25"
"TCP 122.52.48.190:18601->25.0.4.64:25","TCP","122.52.48.190","18601","25.0.4.64","25"
"TCP 80.66.2.246:4757->25.0.2.252:25","TCP","80.66.2.246","4757","25.0.2.252","25"
"TCP 213.184.3.104:49708->25.0.4.41:25","TCP","213.184.3.104","49708","25.0.4.41","25"
"TCP 122.52.32.208:12890->25.0.3.81:25","TCP","122.52.32.208","12890","25.0.3.81","25"
"TCP 12.166.0.196:28157->25.0.4.35:25","TCP","12.166.0.196","28157","25.0.4.35","25"
"TCP 80.66.3.153:13544->25.0.3.88:25","TCP","80.66.3.153","13544","25.0.3.88","25"
"TCP 213.184.3.133:51001->25.0.3.236:25","TCP","213.184.3.133","51001","25.0.3.236","25"
"TCP 12.166.1.94:5512->25.0.3.177:25","TCP","12.166.1.94","5512","25.0.3.177","25"
"TCP 80.66.2.18:33028->25.0.3.167:25","TCP","80.66.2.18","33028","25.0.3.167","25"
"TCP 213.184.3.51:61110->25.0.3.8:25","TCP","213.184.3.51","61110","25.0.3.8","25"
"TCP 12.166.1.12:56133->25.0.3.160:25","TCP","12.166.1.12","56133","25.0.3.160","25"
"TCP 122.52.45.51:45305->25.0.4.18:25","TCP","122.52.45.51","45305","25.0.4.18","25"
"TCP 80.66.4.91:42298->25.0.2.251:25","TCP","80.66.4.91","42298","25.0.2.251","25"
"TCP 122.52.52.62:12669->25.0.3.95:25","TCP","122.52.52.62","12669","25.0.3.95","25"
"TCP 213.184.4.138:31078->25.0.2.114:25","TCP","213.184.4.138","31078","25.0.2.114","25"
"TCP 12.166.0.231:37298->25.0.2.110:25","TCP","12.166.0.231","37298","25.0.2.110","25"
"TCP 80.66.3.102:47420->25.0.2.51:25","TCP","80.66.3.102","47420","25.0.2.51","25"
"TCP 213.184.1.212:2020->25.0.2.253:25","TCP","213.184.1.212","2020","25.0.2.253","25"
"TCP 122.52.30.205:6319->25.0.2.45:25","TCP","122.52.30.205","6319","25.0.2.45","25"
"TCP 12.166.0.171:48776->25.0.3.30:25","TCP","12.166.0.171","48776","25.0.3.30","25"
"TCP 80.66.0.100:5045->25.0.2.225:25","TCP","80.66.0.100","5045","25.0.2.225","25"
"TCP 213.184.3.57:42330->25.0.4.71:25","TCP","213.184.3.57","42330","25.0.4.71","25"
"TCP 122.52.40.199:8302->25.0.3.212:25","TCP","122.52.40.199","8302","25.0.3.212","25"
"TCP 12.166.0.179:42228->25.0.3.219:25","TCP","12.166.0.179","42228","25.0.3.219","25"
"TCP 80.66.1.170:55574->25.0.3.59:25","TCP","80.66.1.170","55574","25.0.3.59","25"
"TCP 213.184.1.121:42824->25.0.3.113:25","TCP","213.184.1.121","42824","25.0.3.113","25"
"TCP 122.52.54.210:9431->25.0.2.84:25","TCP","122.52.54.210","9431","25.0.2.84","25"
"TCP 12.166.1.50:15643->25.0.2.50:25","TCP","12.166.1.50","15643","25.0.2.50","25"
"TCP 80.66.4.69:47593->25.0.2.182:25","TCP","80.66.4.69","47593","25.0.2.182","25"
"TCP 213.184.0.21:26178->25.0.3.216:25","TCP","213.184.0.21","26178","25.0.3.216","25"
"TCP 122.52.55.112:65357->25.0.3.181:25","TCP","122.52.55.112","65357","25.0.3.181","25"
"TCP 12.166.1.34:62772->25.0.3.184:25","TCP","12.166.1.34","62772","25.0.3.184","25"
"TCP 80.66.1.135:56651->25.0.2.59:25","TCP","80.66.1.135","56651","25.0.2.59","25"
"TCP 12.166.1.188:4786->25.0.3.91:25","TCP","12.166.1.188","4786","25.0.3.91","25"
"TCP 213.184.1.25:8457->25.0.2.128:25","TCP","213.184.1.25","8457","25.0.2.128","25"
"TCP 80.66.3.201:57093->25.0.3.157:25","TCP","80.66.3.201","57093","25.0.3.157","25"
"TCP 213.184.2.90:63703->25.0.3.216:25","TCP","213.184.2.90","63703","25.0.3.216","25"
"TCP 80.66.3.173:32632->25.0.3.132:25","TCP","80.66.3.173","32632","25.0.3.132","25"
"TCP 12.166.1.116:49358->25.0.4.14:25","TCP","12.166.1.116","49358","25.0.4.14","25"
"TCP 213.184.1.187:53852->25.0.3.186:25","TCP","213.184.1.187","53852","25.0.3.186","25"
"TCP 12.166.1.223:36265->25.0.4.81:25","TCP","12.166.1.223","36265","25.0.4.81","25"
"TCP 80.66.3.52:12967->25.0.4.56:25","TCP","80.66.3.52","12967","25.0.4.56","25"
"TCP 213.184.1.66:45521->25.0.3.70:25","TCP","213.184.1.66","45521","25.0.3.70","25"
"TCP 12.166.0.212:5920->25.0.3.52:25","TCP","12.166.0.212","5920","25.0.3.52","25"
"TCP 80.66.3.104:10844->25.0.3.29:25","TCP","80.66.3.104","10844","25.0.3.29","25"
"TCP 213.184.0.205:1566->25.0.3.111:25","TCP","213.184.0.205","1566","25.0.3.111","25"
"TCP 12.166.0.209:26302->25.0.3.184:25","TCP","12.166.0.209","26302","25.0.3.184","25"
"TCP 80.66.4.140:48783->25.0.2.156:25","TCP","80.66.4.140","48783","25.0.2.156","25"
"TCP 213.184.3.116:24225->25.0.2.154:25","TCP","213.184.3.116","24225","25.0.2.154","25"
"TCP 12.166.0.162:33484->25.0.3.129:25","TCP","12.166.0.162","33484","25.0.3.129","25"
"TCP 122.52.40.181:23805->25.0.3.131:25","TCP","122.52.40.181","23805","25.0.3.131","25"
"TCP 213.184.0.207:26274->25.0.3.116:25","TCP","213.184.0.207","26274","25.0.3.116","25"
"TCP 80.66.1.59:54606->25.0.3.64:25","TCP","80.66.1.59","54606","25.0.3.64","25"
"TCP 12.166.1.213:50244->25.0.2.155:25","TCP","12.166.1.213","50244","25.0.2.155","25"
"TCP 80.66.3.81:1490->25.0.2.59:25","TCP","80.66.3.81","1490","25.0.2.59","25"
"TCP 213.184.1.98:30595->25.0.2.140:25","TCP","213.184.1.98","30595","25.0.2.140","25"
"TCP 12.166.1.76:61175->25.0.3.172:25","TCP","12.166.1.76","61175","25.0.3.172","25"
"TCP 80.66.4.208:59480->25.0.3.179:25","TCP","80.66.4.208","59480","25.0.3.179","25"
"TCP 213.184.2.219:36884->25.0.4.65:25","TCP","213.184.2.219","36884","25.0.4.65","25"
"TCP 12.166.0.157:27623->25.0.3.138:25","TCP","12.166.0.157","27623","25.0.3.138","25"
"TCP 80.66.0.60:53182->25.0.4.6:25","TCP","80.66.0.60","53182","25.0.4.6","25"
"TCP 213.184.0.165:50581->25.0.2.67:25","TCP","213.184.0.165","50581","25.0.2.67","25"
"TCP 122.52.30.84:5300->25.0.4.27:25","TCP","122.52.30.84","5300","25.0.4.27","25"
"TCP 122.52.34.223:54951->25.0.3.251:25","TCP","122.52.34.223","54951","25.0.3.251","25"
"TCP 122.52.47.162:8984->25.0.3.174:25","TCP","122.52.47.162","8984","25.0.3.174","25"
"TCP 122.52.43.186:47675->25.0.4.41:25","TCP","122.52.43.186","47675","25.0.4.41","25"
"TCP 122.52.33.1:4858->25.0.3.243:25","TCP","122.52.33.1","4858","25.0.3.243","25"
"TCP 122.52.43.118:59344->25.0.3.196:25","TCP","122.52.43.118","59344","25.0.3.196","25"
"TCP 122.52.48.144:27207->25.0.4.83:25","TCP","122.52.48.144","27207","25.0.4.83","25"
"TCP 122.52.56.55:2274->25.0.2.102:25","TCP","122.52.56.55","2274","25.0.2.102","25"
"TCP 122.52.41.224:48652->25.0.3.13:25","TCP","122.52.41.224","48652","25.0.3.13","25"
"TCP 122.52.29.172:4368->25.0.2.228:25","TCP","122.52.29.172","4368","25.0.2.228","25"
"TCP 80.66.1.1:15534->25.0.3.185:25","TCP","80.66.1.1","15534","25.0.3.185","25"
"TCP 80.66.2.248:52816->25.0.3.100:25","TCP","80.66.2.248","52816","25.0.3.100","25"
"TCP 213.184.3.81:9123->25.0.2.184:25","TCP","213.184.3.81","9123","25.0.2.184","25"
"TCP 80.66.1.27:33877->25.0.3.120:25","TCP","80.66.1.27","33877","25.0.3.120","25"
"TCP 12.166.1.141:8070->25.0.2.54:25","TCP","12.166.1.141","8070","25.0.2.54","25"
"TCP 213.184.3.165:45813->25.0.3.188:25","TCP","213.184.3.165","45813","25.0.3.188","25"
"TCP 12.166.1.60:64303->25.0.2.165:25","TCP","12.166.1.60","64303","25.0.2.165","25"
"TCP 80.66.4.208:23989->25.0.3.135:25","TCP","80.66.4.208","23989","25.0.3.135","25"
"TCP 80.66.4.22:21917->25.0.3.219:25","TCP","80.66.4.22","21917","25.0.3.219","25"
"TCP 213.184.3.56:41120->25.0.4.81:25","TCP","213.184.3.56","41120","25.0.4.81","25"
"TCP 213.184.2.134:49679->25.0.3.237:25","TCP","213.184.2.134","49679","25.0.3.237","25"
"TCP 12.166.1.45:54984->25.0.2.170:25","TCP","12.166.1.45","54984","25.0.2.170","25"
"TCP 12.166.1.29:4410->25.0.2.224:25","TCP","12.166.1.29","4410","25.0.2.224","25"
"TCP 213.184.2.102:10783->25.0.3.135:25","TCP","213.184.2.102","10783","25.0.3.135","25"
"TCP 12.166.0.203:21472->25.0.2.67:25","TCP","12.166.0.203","21472","25.0.2.67","25"
"TCP 12.166.1.190:51652->25.0.2.173:25","TCP","12.166.1.190","51652","25.0.2.173","25"
"TCP 80.66.0.92:60287->25.0.3.252:25","TCP","80.66.0.92","60287","25.0.3.252","25"
"TCP 213.184.1.62:48664->25.0.2.143:25","TCP","213.184.1.62","48664","25.0.2.143","25"
"TCP 12.166.1.87:12991->25.0.2.218:25","TCP","12.166.1.87","12991","25.0.2.218","25"
"TCP 80.66.1.223:4550->25.0.3.6:25","TCP","80.66.1.223","4550","25.0.3.6","25"
"TCP 213.184.1.104:25885->25.0.2.224:25","TCP","213.184.1.104","25885","25.0.2.224","25"
"TCP 12.166.1.221:31303->25.0.4.6:25","TCP","12.166.1.221","31303","25.0.4.6","25"
"TCP 122.52.34.82:44132->25.0.2.182:25","TCP","122.52.34.82","44132","25.0.2.182","25"
"TCP 80.66.4.80:55575->25.0.2.78:25","TCP","80.66.4.80","55575","25.0.2.78","25"
"TCP 122.52.50.167:50346->25.0.4.56:25","TCP","122.52.50.167","50346","25.0.4.56","25"
"TCP 122.52.44.2:7474->25.0.3.131:25","TCP","122.52.44.2","7474","25.0.3.131","25"
"TCP 213.184.4.71:12877->25.0.3.117:25","TCP","213.184.4.71","12877","25.0.3.117","25"
"TCP 122.52.41.223:58160->25.0.2.74:25","TCP","122.52.41.223","58160","25.0.2.74","25"
"TCP 12.166.1.20:31543->25.0.4.39:25","TCP","12.166.1.20","31543","25.0.4.39","25"
"TCP 122.52.42.5:32552->25.0.3.253:25","TCP","122.52.42.5","32552","25.0.3.253","25"
"TCP 80.66.0.208:61122->25.0.2.58:25","TCP","80.66.0.208","61122","25.0.2.58","25"
"TCP 122.52.39.151:21914->25.0.2.134:25","TCP","122.52.39.151","21914","25.0.2.134","25"
"TCP 122.52.50.177:20429->25.0.3.196:25","TCP","122.52.50.177","20429","25.0.3.196","25"
"TCP 213.184.3.146:56416->25.0.4.61:25","TCP","213.184.3.146","56416","25.0.4.61","25"
"TCP 122.52.36.193:30931->25.0.4.0:25","TCP","122.52.36.193","30931","25.0.4.0","25"
"TCP 12.166.1.57:52939->25.0.2.73:25","TCP","12.166.1.57","52939","25.0.2.73","25"
"TCP 122.52.52.76:34581->25.0.2.174:25","TCP","122.52.52.76","34581","25.0.2.174","25"
"TCP 80.66.4.71:34846->25.0.3.254:25","TCP","80.66.4.71","34846","25.0.3.254","25"
"TCP 122.52.51.11:37055->25.0.4.29:25","TCP","122.52.51.11","37055","25.0.4.29","25"
"TCP 213.184.1.226:36626->25.0.2.183:25","TCP","213.184.1.226","36626","25.0.2.183","25"
"TCP 80.66.0.66:35235->25.0.2.47:25","TCP","80.66.0.66","35235","25.0.2.47","25"
"TCP 12.166.0.140:31775->25.0.2.165:25","TCP","12.166.0.140","31775","25.0.2.165","25"
"TCP 213.184.4.84:51617->25.0.2.233:25","TCP","213.184.4.84","51617","25.0.2.233","25"
"TCP 12.166.1.206:45249->25.0.2.246:25","TCP","12.166.1.206","45249","25.0.2.246","25"
"TCP 12.166.0.150:60211->25.0.3.177:25","TCP","12.166.0.150","60211","25.0.3.177","25"
"TCP 12.166.0.189:1399->25.0.3.202:25","TCP","12.166.0.189","1399","25.0.3.202","25"
"TCP 213.184.2.162:14094->25.0.3.94:25","TCP","213.184.2.162","14094","25.0.3.94","25"
"TCP 213.184.1.80:25269->25.0.4.23:25","TCP","213.184.1.80","25269","25.0.4.23","25"
"TCP 80.66.4.26:52061->25.0.3.13:25","TCP","80.66.4.26","52061","25.0.3.13","25"
"TCP 213.184.4.74:40150->25.0.3.245:25","TCP","213.184.4.74","40150","25.0.3.245","25"
"TCP 80.66.3.235:35740->25.0.2.123:25","TCP","80.66.3.235","35740","25.0.2.123","25"
